ID,Genero,Edad,Profesion,Experiencia laboral,Gastoscore,Family_Size,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente
CLI2,1.0,0.05128205128205132,0.375,1.0,0.5,0.375,0.6666666666666666,0.016463207867073587,0.6122448979591836,0.03173844788751621,0.0,0.0,0.43508771929824563
CLI3,0.0,0.28205128205128205,0.5,0.0,1.0,0.25,1.0,0.8994913530010173,0.7551020408163265,0.08368029486041909,0.0,0.0,0.7456140350877193
CLI4,0.0,0.6923076923076923,0.5,0.0,0.5,0.0,0.3333333333333333,0.352068497795863,0.16326530612244897,0.05201010169954271,0.11764705882352944,0.0,0.6140350877192982
CLI5,1.0,0.6923076923076923,1.0,0.0,0.0,0.125,0.3333333333333333,0.5957104103085793,0.32653061224489793,0.014674766227561267,0.11764705882352944,1.0,0.6263157894736842
CLI6,0.0,0.3076923076923077,0.875,0.0,0.0,0.625,0.3333333333333333,0.6677941675144117,0.08163265306122448,0.08211043614770322,0.0,1.0,0.4719298245614035
CLI7,1.0,0.5384615384615384,0.0,0.0,1.0,0.125,0.3333333333333333,0.3584011529331977,0.6938775510204082,0.03999726981093441,0.0,0.0,0.43508771929824563
CLI8,1.0,0.1923076923076923,0.375,0.5,0.5,0.25,1.0,0.07529671074940658,0.061224489795918366,0.02402566377721658,0.0,0.0,0.35789473684210527
CLI9,0.0,0.20512820512820512,0.375,0.5,0.5,0.25,1.0,0.13425737538148524,0.5510204081632653,0.06798170773326054,0.0,0.0,0.8947368421052632
CLI10,0.0,0.6025641025641025,0.5,0.0,0.5,0.25,0.3333333333333333,0.6903950491692099,0.7959183673469387,0.05603713057129207,0.29411764705882354,1.0,0.2894736842105263
CLI11,0.0,0.5256410256410257,0.0,0.0,1.0,0.375,0.3333333333333333,0.716522550016955,0.22448979591836732,0.05603713057129207,0.29411764705882354,0.0,0.7947368421052631
CLI12,0.0,0.11538461538461542,0.5,1.0,0.5,0.25,1.0,0.0720668023058664,0.26530612244897955,0.14715719063545155,0.0,0.0,0.7298245614035087
CLI13,1.0,0.01282051282051283,0.375,1.0,0.5,0.375,0.6666666666666666,0.07480501865038997,0.9795918367346939,0.11180124223602486,0.0,1.0,0.507017543859649
CLI14,0.0,0.01282051282051283,0.25,1.0,0.5,0.0,0.6666666666666666,0.015217022719565959,0.5918367346938775,0.05528632857825406,0.0,0.0,0.11578947368421053
CLI15,1.0,0.7307692307692307,1.0,0.0,0.5,0.0,0.3333333333333333,0.28212953543574093,0.836734693877551,0.04532113848884036,0.0,0.0,0.7140350877192982
CLI16,0.0,0.5641025641025641,0.625,0.0,0.5,0.0,0.3333333333333333,0.950737538148525,0.26530612244897955,0.014674766227561267,0.5294117647058822,0.0,0.6052631578947368
CLI17,0.0,0.3205128205128205,0.375,0.0,0.5,0.125,0.3333333333333333,0.2928958969142082,0.32653061224489793,0.016176370213637305,0.0,0.0,0.6649122807017543
CLI18,0.0,0.1923076923076923,0.125,0.5,0.5,0.5,1.0,0.15691759918616482,0.9999999999999999,0.08211043614770322,0.0,0.0,0.5228070175438596
CLI19,1.0,0.17948717948717952,0.375,0.5,0.5,0.625,1.0,0.1681756527636487,0.44897959183673464,0.07112142515869224,0.0,1.0,0.3385964912280702
CLI20,1.0,0.5641025641025641,0.875,0.0,1.0,0.375,0.3333333333333333,0.4705154289589692,0.061224489795918366,0.010647737355811891,0.29411764705882354,0.0,0.1543859649122807
CLI21,0.0,0.858974358974359,0.0,0.0,0.0,0.0,0.0,0.8672092234655815,0.5306122448979591,0.013309671694764866,0.11764705882352944,0.0,0.2210526315789474
CLI22,1.0,0.4358974358974359,0.125,0.0,0.5,0.0,0.3333333333333333,0.9492285520515429,0.24489795918367346,0.0039587741451095546,0.11764705882352944,0.0,0.03684210526315789
CLI23,0.0,0.0,0.375,1.0,0.5,0.375,0.6666666666666666,0.07806035944387929,0.8979591836734693,0.14244761449730395,0.0,0.0,0.3263157894736842
CLI24,1.0,0.20512820512820512,0.0,0.5,0.5,0.125,1.0,0.10221261444557478,0.5102040816326531,0.02402566377721658,0.0,0.0,0.5701754385964912
CLI25,0.0,0.2564102564102564,0.0,0.5,0.5,0.125,1.0,0.17201593760596812,0.02040816326530612,0.03501467476622757,0.0,1.0,0.1842105263157895
CLI26,0.0,0.5641025641025641,0.25,0.0,1.0,0.25,0.3333333333333333,0.4255086469989828,0.9591836734693877,0.02129547471162379,0.0,0.0,0.3385964912280702
CLI27,1.0,0.5384615384615384,0.0,0.0,1.0,0.25,0.3333333333333333,0.9669125127161751,0.26530612244897955,0.08006279434850866,1.0,1.0,0.46491228070175444
CLI28,1.0,0.17948717948717952,0.375,0.5,0.5,0.875,1.0,0.05173787724652426,0.4081632653061224,0.09623916456214593,0.0,0.0,0.8070175438596491
CLI29,1.0,0.4358974358974359,0.0,0.0,1.0,0.25,0.3333333333333333,0.1765598507968803,0.08163265306122448,0.010647737355811891,0.0,0.0,0.2807017543859649
CLI30,1.0,0.2435897435897436,0.0,0.5,0.5,0.0,1.0,0.15173787724652427,0.36734693877551017,0.03030509862808,0.0,0.0,0.01403508771929824
CLI31,0.0,0.2435897435897436,0.0,0.5,0.5,0.375,1.0,0.1426500508646999,0.3469387755102041,0.039724250904375126,0.0,1.0,0.6017543859649123
CLI32,0.0,0.3846153846153846,0.0,0.0,0.5,0.25,0.3333333333333333,0.8279331976941335,0.4897959183673469,0.0413623643437308,0.29411764705882354,0.0,0.6771929824561403
CLI33,0.0,0.33333333333333337,0.625,0.0,0.5,0.125,0.3333333333333333,0.39097999321804006,0.04081632653061224,0.010647737355811891,0.0,0.0,0.6859649122807017
CLI34,1.0,0.01282051282051283,0.375,1.0,0.5,0.25,0.6666666666666666,0.04110715496778569,0.5510204081632653,0.06470548085454919,0.0,1.0,0.24210526315789477
CLI35,1.0,0.11538461538461542,0.125,1.0,0.5,0.0,1.0,0.1416327568667345,0.0,0.15418742747935296,0.0,0.0,0.3315789473684211
CLI36,0.0,0.9102564102564101,1.0,0.0,0.0,0.125,0.0,0.5985842658528315,0.5306122448979591,0.03597024093918504,0.5294117647058822,0.0,0.5385964912280702
CLI37,0.0,0.1282051282051282,0.375,1.0,0.5,0.375,1.0,0.07711088504577823,0.1020408163265306,0.0475735444679544,0.0,0.0,0.21403508771929824
CLI38,1.0,0.1923076923076923,0.625,0.5,0.5,0.0,1.0,0.08017124448965751,0.9999999999999999,0.06641184902054467,0.0,0.0,0.368421052631579
CLI39,0.0,0.14102564102564102,0.375,1.0,1.0,0.5,1.0,0.09656663275686675,0.04081632653061224,0.03344481605351172,0.0,0.0,0.5175438596491228
CLI40,0.0,0.14102564102564102,0.0,1.0,0.5,0.125,1.0,0.08953882672092237,0.8163265306122448,0.020885946351784868,0.0,0.0,0.8596491228070176
CLI41,1.0,0.5384615384615384,0.0,0.0,1.0,0.125,0.3333333333333333,0.317667005764666,0.16326530612244897,0.07071189679885334,0.11764705882352944,0.0,0.8122807017543859
CLI42,0.0,0.41025641025641024,0.0,0.0,0.5,0.0,0.3333333333333333,0.4402933197694134,0.7551020408163265,0.01597160603371784,0.11764705882352944,0.0,0.005263157894736838
CLI43,0.0,0.05128205128205132,0.375,1.0,0.5,0.125,0.6666666666666666,0.04668531705662937,0.8775510204081632,0.1659954951880418,0.0,1.0,0.5385964912280702
CLI44,0.0,0.1282051282051282,0.0,1.0,0.5,0.25,1.0,0.08990335707019328,0.32653061224489793,0.0475735444679544,0.0,0.0,0.0175438596491228
CLI45,0.0,0.4358974358974359,0.0,0.0,0.5,0.125,0.3333333333333333,0.35004238724991527,0.8979591836734693,0.022660569244420184,0.11764705882352944,1.0,0.6298245614035087
CLI46,1.0,0.3076923076923077,0.5,0.0,0.5,0.0,0.3333333333333333,0.111842997626314,0.18367346938775508,0.07269128387140811,0.0,1.0,0.41228070175438597
CLI47,0.0,0.858974358974359,1.0,0.0,0.0,0.125,0.0,0.3053407934893184,0.9999999999999999,0.05603713057129207,0.0,0.0,0.3385964912280702
CLI48,1.0,0.3205128205128205,0.0,0.0,1.0,0.375,0.3333333333333333,0.44857578840284845,0.36734693877551017,0.07740086000955568,0.0,1.0,0.2754385964912281
CLI49,0.0,0.15384615384615385,0.375,0.5,0.5,0.0,1.0,0.09168362156663276,0.8979591836734693,0.016176370213637305,0.0,1.0,0.4824561403508772
CLI50,1.0,0.01282051282051283,0.375,1.0,0.5,0.375,0.6666666666666666,0.06487792472024415,0.02040816326530612,0.11889973380656613,0.0,0.0,0.3842105263157895
CLI51,0.0,0.3846153846153846,0.5,0.0,0.5,0.0,0.3333333333333333,0.12384706680230587,0.4897959183673469,0.0413623643437308,0.0,0.0,0.6403508771929824
CLI52,0.0,0.6025641025641025,0.0,0.0,1.0,0.125,0.3333333333333333,0.8085283146829434,0.04081632653061224,0.06804996245990036,0.5294117647058822,1.0,0.21403508771929824
CLI53,0.0,0.2564102564102564,0.0,0.5,1.0,0.125,1.0,0.6049593082400815,0.08163265306122448,0.06798170773326054,0.11764705882352944,0.0,0.5385964912280702
CLI54,1.0,0.3076923076923077,0.0,0.0,0.5,0.0,0.3333333333333333,0.4023228212953544,0.08163265306122448,0.08368029486041909,0.11764705882352944,1.0,0.5263157894736842
CLI55,0.0,0.5512820512820513,0.875,0.0,1.0,0.125,0.3333333333333333,0.6660562902678875,0.4693877551020408,0.027984437922326126,0.11764705882352944,0.0,0.17192982456140352
CLI56,1.0,0.8205128205128205,0.75,0.0,0.5,0.0,0.0,0.6399287894201424,0.8979591836734693,0.05603713057129207,0.5294117647058822,0.0,0.9122807017543859
CLI57,1.0,0.1923076923076923,0.0,0.5,1.0,0.125,1.0,0.06191929467616142,0.9795918367346939,0.06484199030782883,0.0,0.0,0.7578947368421052
CLI58,1.0,0.10256410256410259,0.375,1.0,0.5,0.375,1.0,0.13134113258731775,0.4081632653061224,0.11419015766841856,0.0,0.0,0.650877192982456
CLI59,1.0,0.1923076923076923,0.625,0.5,0.5,0.125,1.0,0.06820108511359785,0.5918367346938775,0.02402566377721658,0.0,0.0,0.2736842105263158
CLI60,0.0,0.3846153846153846,0.0,0.0,1.0,0.25,0.3333333333333333,0.5183706341132588,0.7959183673469387,0.012012831888608293,0.29411764705882354,0.0,0.8649122807017543
CLI61,1.0,0.7564102564102564,1.0,0.0,0.5,0.0,0.0,0.5549762631400474,0.7959183673469387,0.06934680226605694,0.11764705882352944,0.0,0.9631578947368421
CLI62,1.0,0.42307692307692313,0.0,0.0,1.0,0.125,0.3333333333333333,0.09238724991522551,0.16326530612244897,0.010647737355811891,0.0,0.0,0.06140350877192983
CLI63,1.0,0.5256410256410257,0.0,0.0,1.0,0.125,0.3333333333333333,0.37621227534757545,0.16326530612244897,0.00129683980615658,0.11764705882352944,0.0,0.46666666666666673
CLI64,1.0,0.7820512820512819,1.0,0.0,0.0,0.25,0.0,0.16354696507290606,0.7346938775510203,0.017336700566514235,0.0,1.0,0.24561403508771928
CLI65,1.0,0.5384615384615384,1.0,0.0,0.0,0.125,0.3333333333333333,0.7667344862665311,0.36734693877551017,0.05733397037744865,0.11764705882352944,0.0,0.9491228070175438
CLI66,1.0,0.5769230769230769,1.0,0.0,0.0,0.125,0.3333333333333333,0.544735503560529,0.1020408163265306,0.06402293358815098,0.11764705882352944,0.0,0.32456140350877194
CLI67,1.0,0.10256410256410259,0.875,1.0,0.5,0.125,1.0,0.11724313326551375,0.9591836734693877,0.10948058153027099,0.0,0.0,0.6
